Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-09-21,25.89063262939453,25.92658954344671,25.542309025744235,25.544555046982474,200888000
2015-09-22,25.483877182006836,25.65916283303199,25.286117604833972,25.479381710969356,201384800
2015-09-23,25.69062042236328,25.78051096992411,25.46140115487679,25.535559270683848,143026800
2015-09-24,25.84343910217285,25.95580188087795,25.252411503411206,25.450169376705002,200878000
2015-09-25,25.77827262878418,26.22323005837456,25.623211420597798,26.167048659990535,224607600
2015-09-28,25.268146514892578,25.746811416236124,25.268146514892578,25.585008713100212,208436000
2015-09-29,24.508567810058594,25.50859753119888,24.238897837234177,25.355784089393076,293461600
2015-09-30,24.7872257232666,25.065884890041065,24.43440672286452,24.75801030816015,265892000
2015-10-01,24.62542724609375,24.634416474225127,24.115299265387996,24.510816730568678,255716400
2015-10-02,24.805208206176758,24.946786414891452,24.16923613568208,24.272609693834994,232079200
2015-10-05,24.895097732543945,25.02768670699786,24.51081722343039,24.692844381821025,208258800
2015-10-06,25.014204025268555,25.110836094269658,24.668126422672046,24.861390560674252,192787200
2015-10-07,24.895097732543945,25.117575561079164,24.58722480682349,25.110834068475068,187062400
2015-10-08,24.607446670532227,24.762507842033973,24.31755051771235,24.762507842033973,247918400
2015-10-09,25.196231842041016,25.232187042142122,24.605202488226055,24.719813010430943,211064400
2015-10-12,25.079374313354492,25.337809072519242,25.043419112207804,25.333315315320945,121868800
2015-10-13,25.1220703125,25.270388289099376,24.87262480617747,24.904086247108243,132197200
2015-10-14,24.76700782775879,25.061397811041235,24.620935846874744,25.00971188388734,177849600
2015-10-15,25.137802124023438,25.191735780171378,24.829927479243928,24.92880727761516,150694000
2015-10-16,24.953527450561523,25.169263791604298,24.838916930016286,25.119823891976157,156930400
2015-10-19,25.108591079711914,25.113084837150705,24.744535004442724,24.89959621114408,119036800
2015-10-20,25.567031860351562,25.656922447132715,24.90409199756618,25.020948560217445,195871200
2015-10-21,25.564783096313477,25.97378359349894,25.55129839530462,25.61871675678844,167180800
2015-10-22,25.955806732177734,25.955806732177734,25.64119055009577,25.692878192349628,166616400
2015-10-23,26.760316848754883,26.794026021568058,26.142321633752424,26.225468983569204,237467600
2015-10-26,25.906368255615234,26.54683590638157,25.825466898200503,26.535600654503074,265335200
2015-10-27,25.7423095703125,26.189512884923232,25.616462110459864,25.93332592362706,279537600
2015-10-28,26.803016662597656,26.809759869563173,26.0816478240831,26.27715967760422,342205600
2015-10-29,27.08616828918457,27.122125197528327,26.57828810320742,26.67492015123157,204909200
2015-10-30,26.854707717895508,27.241236002886353,26.843470752707567,27.189548363350063,197461200
2015-11-02,27.232240676879883,27.272691342172127,26.879421651921895,27.146845589938383,128813200
2015-11-03,27.544612884521484,27.751359996222238,27.124375453862754,27.144601646594364,182076000
2015-11-04,27.416519165039062,27.825519628264583,27.331124066834178,27.67045843843886,179544400
2015-11-05,27.290128707885742,27.68959649766753,27.123120460684017,27.500018125773096,158210800
2015-11-06,27.321727752685547,27.490993374920475,27.22242642517181,27.33301281624479,132169200
2015-11-09,27.21114158630371,27.490993601922444,27.093784844869713,27.299159572843948,135485600
2015-11-10,26.353530883789062,26.646925347764615,26.193292951631655,26.382871363302094,236511600
2015-11-11,26.204574584960938,26.50022464567781,26.001455499718507,26.26325381444406,180872000
2015-11-12,26.11655616760254,26.36481205794659,26.100758112449522,26.238427616722465,130102400
2015-11-13,25.353734970092773,26.082706411554206,25.33793691269189,25.999201409944344,183249600
2015-11-16,25.768997192382812,25.782537890533277,25.051310918807488,25.137071543525202,152426800
2015-11-17,25.65841293334961,25.965348077167487,25.5749079368292,25.93600759959758,110467600
2015-11-18,26.470890045166016,26.51602686147571,26.066909168315345,26.12558840700528,186698800
2015-11-19,26.807161331176758,27.02607848458693,26.351273332729036,26.54987771550227,173183200
2015-11-20,26.924522399902344,27.064447563301567,26.822961980617343,26.9019522699329,137148400
2015-11-23,26.57470703125,27.021569104552775,26.48217431615619,26.917751324056567,129930000
2015-11-24,26.82972526550293,26.935798649732867,26.432516566157634,26.479910727266148,171212800
2015-11-25,26.637895584106445,26.90872161960704,26.613069821139085,26.904206905326248,85553200
2015-11-27,26.588245391845703,26.723659277317896,26.540851220674067,26.69657615585164,52185600
2015-11-30,26.698837280273438,26.949350593141354,26.574708441695883,26.62887297041185,156721200
2015-12-01,26.482168197631836,26.81392907024415,26.373839170978123,26.800388372377142,139409600
2015-12-02,26.24294662475586,26.655955232252715,26.19780980593119,26.482174863873283,133546400
2015-12-03,25.99919891357422,26.358042928452033,25.778026131198292,26.303878411401044,166278000
2015-12-04,26.86357879638672,26.913230314392845,25.978884343113567,26.019508155858695,231108000
2015-12-07,26.694318771362305,27.050905455271643,26.588245364718215,26.852301063632314,128336800
2015-12-08,26.68303680419922,26.76654008635242,26.373844275475854,26.522797146418345,137238000
2015-12-09,26.093990325927734,26.561163399170145,25.972118864839405,26.54987833501308,185445600
2015-12-10,26.218116760253906,26.391897101473468,26.069163903924707,26.188778004789107,116850800
2015-12-11,25.543310165405273,26.042079311259087,25.46883288052232,25.996942502040937,187544800
2015-12-14,25.385337829589844,25.43047465342069,24.77823773446605,25.317630871984115,257274800
2015-12-15,24.93621253967285,25.45755185951287,24.904616425968495,25.26346046283807,213292400
2015-12-16,25.128047943115234,25.27474517719647,24.554803150871464,25.0671130696232,224954000
2015-12-17,24.595422744750977,25.333420059237366,24.595422744750977,25.281511180339965,179091200
2015-12-18,23.92964744567871,24.717296407554237,23.879995915831927,24.579628604605148,385813200
2015-12-21,24.22304344177246,24.232071149757175,23.82583289974126,24.21175837632676,190362400
2015-12-22,24.200469970703125,24.31105635713073,24.024432284612054,24.23883643021858,131157600
2015-12-23,24.511920928955078,24.566085449963985,24.193700709077202,24.209498766115598,130629600
2015-12-24,24.381019592285156,24.59993673598354,24.36296417959976,24.59993673598354,54281600
2015-12-28,24.107934951782227,24.304283666277566,23.963495111874863,24.28171354228184,106816800
2015-12-29,24.541263580322266,24.69698854002689,24.116971608345093,24.139540018858675,123724800
2015-12-30,24.220783233642578,24.53223137409268,24.18918712034441,24.50514997518513,100855200
2015-12-31,23.755863189697266,24.155329247511794,23.65656015351025,24.150816255802713,163649200
2016-01-04,23.77617835998535,23.78069307433639,23.020125560934314,23.15779507703764,270597600
2016-01-05,23.180360794067383,23.88901934137532,23.112655583387454,23.866450937815344,223164000
2016-01-06,22.726730346679688,23.103629776733978,22.539411032061107,22.695134234726723,273829600
2016-01-07,21.767560958862305,22.598091114446778,21.763047966009083,22.270844894024773,324377600
2016-01-08,21.88265609741211,22.367884484829183,21.837519293779277,22.241500057170295,283192000
2016-01-11,22.23698616027832,22.35660024397062,21.96841751978212,22.33628919814759,198957600
2016-01-12,22.55971908569336,22.724471694885743,22.306948501764648,22.692875587126995,196616800
2016-01-13,21.979705810546875,22.837319011904945,21.959394761740434,22.640970264147654,249758400
2016-01-14,22.46042251586914,22.677084062682308,21.607323917031994,22.108350515551393,252680400
2016-01-15,21.9210262298584,22.051925392953642,21.521560112936886,21.711136786226017,319335600
2016-01-19,21.814956665039062,22.264074350916722,21.553158313482385,22.20990982785157,212350800
2016-01-20,21.84429168701172,22.16025450759533,21.08372424940403,21.46287928973259,289337600
2016-01-21,21.73370933532715,22.090294316035074,21.426774163732585,21.905230614502393,208646000
2016-01-22,22.88922691345215,22.898254620499884,22.200881039188072,22.25955855220977,263202000
2016-01-25,22.442371368408203,22.91405753918432,22.390462472334658,22.911800181478664,207178000
2016-01-26,22.566495895385742,22.767357661587205,22.133176246177587,22.552955194428996,300308000
2016-01-27,21.08372688293457,21.808183587259247,21.065671468792498,21.675028782144377,533478800
2016-01-28,21.234935760498047,21.331981453056176,20.851267704445334,21.16723054453172,222715200
2016-01-29,21.968420028686523,21.968420028686523,21.29361489793478,21.39291794714496,257666000
2016-02-01,21.763044357299805,21.826236577921428,21.53058652207361,21.772072063368448,163774000
2016-02-02,21.322952270507812,21.675024161935855,21.277813744774285,21.53509731494996,149428800
2016-02-03,21.744993209838867,21.855579617615156,21.2326832734449,21.440315388168315,183857200
2016-02-04,21.919708251953125,22.085354844703513,21.59976309499952,21.751793784695217,185886800
2016-02-05,21.334280014038086,21.99232560862704,21.259400318732908,21.9015604005454,185672400
2016-02-08,21.55892562866211,21.71549384781649,21.111908379419077,21.13232964362086,216085600
2016-02-09,21.554384231567383,21.76995180866636,21.313857911151835,21.39554642208585,177324800
2016-02-10,21.391010284423828,21.862988030728157,21.35243562960538,21.765415724821036,169374400
2016-02-11,21.261661529541016,21.49311282416304,21.009788978382712,21.282084517279102,200298800
2016-02-12,21.327465057373047,21.44319069825886,21.105092197382582,21.372848510270284,161405600
2016-02-16,21.928791046142578,21.976442392090075,21.4681596374477,21.561192723001657,196231600
2016-02-17,22.264616012573242,22.28503727072228,21.817598895823483,21.93559242682248,179452800
2016-02-18,21.842571258544922,22.43934978693369,21.80399486458901,22.42800348320497,156084000
2016-02-19,21.79264259338379,21.956019614625014,21.738184163370807,21.783565899847915,141496800
2016-02-22,21.98324966430664,21.987788877026798,21.76541419620413,21.8539098010207,137123200
2016-02-23,21.486310958862305,21.897021375759717,21.454543397953238,21.874330508139273,127770400
2016-02-24,21.806251525878906,21.869786634153968,21.175436192002405,21.325199002538078,145022800
2016-02-25,21.956016540527344,21.956016540527344,21.613378765130957,21.794909148027568,110330800
2016-02-26,21.99005699157715,22.241927881981823,21.9151755675962,22.05585999073366,115964400
2016-02-29,21.940139770507812,22.28958474393053,21.931063075343282,21.97871442655512,140865200
2016-03-01,22.811479568481445,22.865938003101313,22.10578259998999,22.15797315943575,201628400
2016-03-02,22.86139488220215,22.89316243882766,22.609522303812742,22.80693646101584,132678400
2016-03-03,23.031585693359375,23.079237042222026,22.793327217843622,22.82282690847467,147822800
2016-03-04,23.374221801757812,23.542136313376798,23.002086002384722,23.228998159622087,184220400
2016-03-07,23.115543365478516,23.333378840786693,22.90905245994117,23.23353693206952,143315600
2016-03-08,22.924936294555664,23.09058294064811,22.781982250461272,22.868208251965473,126247600
2016-03-09,22.945354461669922,23.049733830326787,22.752477772488778,22.9884665877486,108806800
2016-03-10,22.956703186035156,23.199499131946006,22.725253540790277,23.011163351788888,134054400
2016-03-11,23.204038619995117,23.208576101593884,23.03158488880042,23.19949940719391,109632800
2016-03-14,23.263036727905273,23.351534073839893,23.09512219369614,23.124621886075218,100304400
2016-03-15,23.73046875,23.86661566901784,23.564822148873592,23.58978261933376,160270800
2016-03-16,24.045881271362305,24.123030572857438,23.732741390417143,23.737280602977062,153214000
2016-03-17,24.007308959960938,24.159339702687944,23.816701831525013,23.943772096347285,137682800
2016-03-18,24.03453254699707,24.166141998722768,23.868887660516602,24.12983522671478,176820800
2016-03-21,24.03226661682129,24.427093272745285,23.857543291998166,24.036804098088368,142010800
2016-03-22,24.216060638427734,24.345400471784775,23.873422867842528,23.88249955998011,129777600
2016-03-23,24.082185745239258,24.295483719240615,24.029996920453165,24.161606382334952,102814000
2016-03-24,23.977802276611328,24.109411716055693,23.80081110759402,23.932420547038383,104532000
2016-03-28,23.86888885498047,24.095800997779172,23.839389168447187,24.052687136662694,77645600
2016-03-29,24.43389892578125,24.4588593992906,23.798544251146826,23.80081385724828,124760400
2016-03-30,24.860492706298828,25.055637278930124,24.642657266636444,24.65400356575308,182404400
2016-03-31,24.73115348815918,24.93764436515272,24.70619301443024,24.896800110978297,103553600
2016-04-01,24.95806121826172,24.960330823982257,24.551888354381777,24.683497786942144,103496000
2016-04-04,25.2144718170166,25.457267681689952,25.02159515744465,25.05563231685157,149424800
2016-04-05,24.917217254638672,25.125977703253827,24.828721673752593,24.84914466306581,106314800
2016-04-06,25.178171157836914,25.18271037016627,24.778805301764457,25.012526263062934,105616400
2016-04-07,24.629039764404297,25.055633893028244,24.53373709703117,24.94898492807177,127207600
2016-04-08,24.656274795532227,24.90814568672687,24.545086596713983,24.71300283244681,94326800
2016-04-11,24.737964630126953,25.09875588967212,24.694852493966817,24.726620060064818,117630000
2016-04-12,25.060178756713867,25.07379293192292,24.656275400956712,24.810574003198916,108929200
2016-04-13,25.423234939575195,25.49130753901483,25.14186438658,25.14186438658,133029200
2016-04-14,25.436857223510742,25.502661969125075,25.262135591585082,25.32794033719941,101895600
2016-04-15,24.926294326782227,25.482230021387846,24.89906598221837,25.439116167559117,187756000
2016-04-18,24.388517379760742,24.722076768763625,24.265984617366893,24.70846259445394,243286000
2016-04-19,24.259178161621094,24.50651156776309,24.104877834353754,24.47928148723276,129539600
2016-04-20,24.309099197387695,24.526934664317128,24.06630325423904,24.197912723176323,122444000
2016-04-21,24.045881271362305,24.263716731775002,23.94376976319231,24.263716731775002,126210000
2016-04-22,23.980073928833008,24.16160432502004,23.739547625407024,23.82804321746761,134732400
2016-04-25,23.843929290771484,23.973269147854865,23.714589433688104,23.825775903166228,112126400
2016-04-26,23.678281784057617,23.893849358704067,23.57844161832038,23.57844161832038,224064800
2016-04-27,22.196542739868164,22.398494381172796,21.710950958393884,21.783562765029234,458408400
2016-04-28,21.518081665039062,22.210162750235416,21.386472189920188,22.148897225584893,328970800
2016-04-29,21.27074432373047,21.493118991073924,20.991643350442775,21.32747236087701,274126000
2016-05-02,21.24805450439453,21.347896408687625,20.966683910989545,21.32293593261435,192640400
2016-05-03,21.59749984741211,21.72457010531819,21.257131601275884,21.375125164874042,227325200
2016-05-04,21.37285614013672,21.760875712117674,21.28889802070602,21.602036167076005,164102000
2016-05-05,21.286102294921875,21.47558646786894,21.15825839112268,21.45960597989404,143562000
2016-05-06,21.167390823364258,21.33404423860122,20.96877468971617,21.315782067463918,174799600
2016-05-09,21.18337059020996,21.407097419269714,21.13771080956534,21.23131205357991,131745600
2016-05-10,21.32719612121582,21.36144052309555,21.028131944400943,21.30665052513356,134747200
2016-05-11,21.119449615478516,21.361440367984223,21.10803423435395,21.34089477205115,114876400
2016-05-12,20.624052047729492,21.181089233783077,20.42543764319669,21.16739216912363,305258800
